title,author,publication_year,rating,rating_num,introduction,catalog,tag_list
狗的家世,康拉德·洛伦茨,2012-12-1,8.7,254,★你喜欢养狗是因为对快乐的渴求？ 在这个生活节奏愈发紧张的社会，人们本来就容易焦虑和伤感。如果长期和同样忧郁、不时发出深深叹息来证明其存在的动物待在一起的话，想必是百害而无一例。快乐、滑稽的狗狗之所以如此受到人类的欢迎，很大程度上归因于我们对快乐的渴望。 你郁闷了吗？养只狗来缓解寂寞吧。 ★狗不会说话，但其实它什么都明白。 家养狗相对于野性狗来说，适应与学习能力更强。野性的退化不会导致智力的迟钝，反而酝酿着一场智慧之门的开启。 你的宠物狗，可能聪明得超出你的想象。 ★忠实的狗也会说谎？ 欺骗是一种高智商的表现，狗也是如此。毫无疑问，聪明的狗能意识到自己的威严是否受到挑战或者遭到人类的嘲笑。有时它们的谎言，只是对于自己错误行为的尴尬掩饰，以避免主人对于它们的嘲笑而造成的暴怒和不安。 用心善待你的狗，别让它产生自卑感。 ★狗的忠诚与死亡 那些因无法面对生...(展开全部),        第一章 人与狗的渊源 第二章 忠诚的两种起源 第三章 犬科动物的性格 第四章 训练 第五章 狗的习惯 第六章 主人和狗 第七章 狗和孩子 第八章 如何选择狗 第九章 控告养狗者 第十章 真相 第十一章 栅栏 第十二章 澳洲野犬的由来 第十三章 狗不会说话，但它什么都明白 第十四章 情感的要求 第十五章 三伏天 第十六章 动物的谎言 第十七章 有良心的动物 第十八章 忠诚和死亡                (收起) ,"['科普', '动物', '康拉德•洛伦茨', '动物行为学', '狗', '自然', '科学人文', '奥地利']"
第三种猩猩,王道还,2004-05,8.7,698,人不同于禽兽，无庸置疑。从身体构造的分子层次到解剖层次，人类都是一种大型哺乳类动物，也无庸置疑。人类就是这么难以捉摸，不过这也是人这种动物最令人着迷的地方。 在自然界，人与黑猩猩的关系最近，基因的差异不到2%。人与黑猩猩应属同一类目，黑猩猩只有两种，因此称人类是第三种黑猩猩也不为过。我们对人类并不陌生，但是，人类是怎样演化成今天的模样的？如何变成世界的征服者，进而霸占这个世界绝大部分的,        导论 究天人之际 绪论 人类自然史 第一部 不过是另一种大型哺乳类罢了 第一章 三种黑猩猩 第二章 大跃进 第二部 奇异的生命循环 第三章 人类性象的演化 第四章 婚外情的逻辑 第五章 择偶的逻辑 第六章 性择与人种 第七章 死亡与老化的奥秘 第三部 人为万物之灵 第八章 语言的演化 第九章 艺术的自然史 第十章 农业：福兮祸之倚 第十一章 为什么麻醉自己 第十二章 深邃的寂寞 第四部 世界征服者 第十三章 人类史的新面貌：世界村 第十四章 问苍茫大地，谁主浮沉 第十五章 印欧语族扩张的故事 第十六章 “原住民”问题：族群冲突 第五部 日中则仄 第十七章 天人合一的迷思与理念 第十八章 哺乳类大灭绝：新世界的故事 第十九章 更大的危机：生态 跋语 前事不忘，后事之师                (收起) ,"['人类学', '科普', '社会学', '进化', '演化生物学', '科学', '第三种猩猩', '社会']"
眾神的植物,理查.伊文斯.舒爾茲(Richard Evans Schultes),2010-04,9.5,160,結合民族植物學、藥物學、生化學，等三位世界重量級科學家的長年研究，闡述植物神聖、癒治性、迷幻性的力量，全書500多張珍貴彩圖，介紹致幻植物達300多種，並針對79種致幻植物，做圖鑑解說與成分分析，是劃時代著作，也是至今最好的致幻植物書籍。,暂无,"['植物', '科普', '植物学', '自然', '致幻', '宗教', '神巫人', '台版']"
用数学的语言看世界,大栗博司 (Hirosi Ooquri),2017-4-1,8.3,65,本书为理论物理学家大栗博司先生写给自己女儿的数学读本，全书以用“数学语言”解读自然为线索，用生动故事和比喻重新讲解了数学的核心原理与体系，并且讲解了把数学作为一门“语言”的思维方式，是数学入门，重新理解数学的科普佳作。 数学可以精准地描述事物，这种描述能力超越了英语、日语等自然语言的表现能力。所以如果理解数学，就能看到那些无形、不可见的东西，想出从未想到过的新创意。,        前言 给女儿的数学赠礼 第1 章 从不确定的信息中作出判断 第2 章 回归基本原理 第3 章 大数字并不恐怖 第4 章 不可思议的素数 第5 章 无限世界与不完备性定理 第6 章 测量宇宙的形状 第7 章 微分源于积分 第8 章 真实存在的“假想数字” 第9 章 测量“难”与“美” 后记                (收起) ,"['数学', '科普', '思维', '数学文化', '数学科普', '用数学的语言看世界', '數學', '教育']"
费曼讲物理,秦克诚,2012-9,9.1,172,《费曼讲物理:入门》是从著名的费曼《物理学讲义》爷选的六节物理课。内容包括“运动着的原子”、“基础物理学”、“物理学与其他学科的关系”、“能量守恒”、“万有引力理论”、“量子行为”六  部分。,        出版者的话 前言 特别序言（选自费曼《物理学讲义》） 费曼的序言（选自费曼《物理学讲义》） 第一章 运动着的原子 1-1 引言 1-2 物质由原子构成 1-3 原子过程 1-4 化学反应 第二章 基础物理学 2-1 引言 2-2 1920年前的物理学 2-3 量子物理学 2-4 原子核和粒子 第三章 物理学与其他学科的关系 3-1 引言 3-2 化学 3-3 生物学 3-4 天文学 3-5 地质学 3-6 心理学 3-7 它是怎么变成这个样子的 第四章 能量守恒 4-1 什么是能量 4-2 重力势能 4-3 动能 4-4 能量的其他形式 第五章 万有引力理论 5-1 行星运动 5-2 开普勒定律 5-3 动力学的发展 5-4 牛顿引力定律 5-5 万有引力 5-6 卡文迪什实验 5-7 引力是什么 5-8 引力和相对论 第六章 量子行为 6-1 原子力学 6-2 用子弹做的实验 6-3 用波做的实验 6-4 用电子做的实验 6-5 电子波的干涉 6-6 见察电子 6-7 量子力学的基本原理 6-8 不确定原理 理查德费曼生平 名词索引                (收起) ,"['物理', '科普', '费曼', '物理学', '科学', '自然科学', '美国', '科普，自然，知识']"
机器人叛乱,吴宝沛,2015-5,8.4,708,"""我，机器人？"" 是的，你是一个机器人！你有两个毫无人性的主人，一个是基因，一个是模因。 它们寄生在你身上，你懵懂无知地为你的主人卖命，哪怕为此丢了脑袋也在所不惜。 体重直线上升，存在高血压、糖尿病、心脏病风险，但你还是无法抗拒甜食的诱惑。这是基因主人布下的陷阱，它让你拼命储存能量以繁衍后代，保证它自己可以延续下去。 即使逃出了基因的掌控，你还在模因的魔掌之中：相信自己死后能进天堂，让恐怖分子铤而走险，蹈死不顾；相信意念能治绝症，让很多人把钱源源不断地掏给骗子，即使没有任何疗效也执迷不悟；还有吹嘘各种保健观念、虚荣身份的广告……这些模因都在以你为载体复制传播自己！ 你如同被操纵的“机器人”，一开始就定错了目标，偏离了方向——一心为基因和模因服务，却忘了自身的利益！ 你的生命还有意义吗？你怎么才能逃离被利用的惨境？ 好消息是，你拥有地球上最复杂灵活的智...(展开全部)",        推荐序一 推荐序二 译者序 前言 致谢 第1章　踏入达尔文的无底洞　| 1 为什么杰里福尔韦尔是对的　| 4 复制子和载体　| 9 人类是哪种机器人　| 13 我们的行为，在为谁的目标服务　| 15 所有载体都已满员！　| 18 你的基因更关心你，而不是你应该关心它们！　| 22 逃离基因的魔爪　| 25 真知灼见：把人放在第一位　| 29 第2章　跟自己作战的大脑　| 32 一个大脑，两种心智　| 37 自发式系统：大脑中忽视你的那一部分　| 40 描述分析式系统：避开侏儒问题　| 48 一次一步骤：用语言找出世界运行的方式　| 51 假设思维和表征复杂性　| 54 无意识加工：火星人在你脑子里！　| 56 当不同类型的心智冲突时：分析式系统的覆盖功能　| 66 弱约束大脑跟强约束大脑　| 68 自己试试：你能在著名的四卡片选择任务和琳达任务中覆盖自发式系统吗　| 74 别跟掘地蜂一个样　| 78 让分析式系统驾车，你就能把载体放在第一位　| 84 第3章　机器人的秘密武器　| 87 选人而不是选基因：工具理性和进化适应是如何分道扬镳的　| 88 理性意味着什么：把人（载体）放在第一位　| 92 让你的工具理性更充实　| 94 评估理性：我们是否得到了自己想要的　| 98 第4章　　　　自发式大脑偏差 偶尔让人悲伤的强约束心智的特点　| 101 正面思维的危险：自发式系统不能“想到反面”　| 106 现在，你选它；现在，你不选它：框架效应损害了人类理性的观念　| 110 进化心理学能拯救人类理性的理想吗　| 117 自发式大脑的基本计算偏差　| 118 基本计算偏差的进化适应性　| 122 对启发式和偏差任务反应的进化解释　| 124 基本计算偏差和现代社会的去语境化要求　| 130 现代社会的自发式系统陷阱　| 135 第5章　　　　进化心理学出了什么问题　| 140 现代社会就是一盏钠气灯　| 144 把洗澡水跟载体一起倒掉　| 151 自然母亲并不善良，这一事实意味着什么　| 154 第6章　　　　理性障碍 为什么那么多聪明人干了那么多蠢事　| 160 认知能力、思维倾向和分析水平　| 162 自发式系统的覆盖及加工水平　| 165 理性大争论：过度乐观者、卫道士和社会向善论者之间的观点碰撞　| 167 理性障碍：化解聪明人干蠢事悖论　| 176 你想慢慢得到你想要的，还是很快得到你不想要的　| 177 杰克和他的犹太人问题　| 180 盲目乐观者的挽歌：“如果人类认知如此千疮百孔，那么我们怎么能登上月球？”　| 183 第7章　才出狼窝，又入虎穴 从基因到模因　| 186 模因的攻击：第二种复制子　| 189 理性、科学和模因评估　| 193 通过反思获得的模因：模因评估的纽拉特式项目　| 195 个人自主和通过反思获得的模因　| 196 什么样的模因对我们友善　| 199 为什么模因可能很龌龊（甚至比基因还龌龊！）　| 208 模因的终极妙计：为什么你的模因想让你仇恨跟模因有关的观点　| 210 作为自省工具的模因概念　| 214 建立公平竞争环境中的模因丛自我：作为一种认识平衡器的模因论　| 216 进化心理学拒绝自由漂浮的模因这一概念　| 218 协同适应的模因悖论　| 220 第8章　　　　不再神秘的灵魂 在达尔文时代找到意义　| 223 大分子和神秘果汁：在所有错误的地点寻找意义　| 229 人类理性仅仅是黑猩猩理性的延伸吗？人类判断的语境和价值观　| 232 生活中有比钱更重要的，也有比幸福更重要的：体验机　| 236 诺齐克阐述符号效用　| 238 “这是意义问题，不是钱的问题”：表述理性、伦理偏好和承诺　| 240 超越休谟式关系：评价我们的欲望　| 244 二阶欲望和偏好　| 246 实现理性的欲望整合：形成和反思高阶偏好　| 249 为什么老鼠、鸽子和黑猩猩都比人类理性　| 265 逃离被约束的理性　| 270 双重理性评估：人类认知架构的遗产　| 272 亚个人实体令人毛骨悚然　| 274 跟美元连在一起的欲望：另一种幽灵般的亚个人最优化　| 277 元理性的需要　| 290 面临许多亚个人威胁时，个人自主的配方　| 294 我们胜任这个任务吗？在我们的精神生活中寻找重要之物　| 295 注　　释 中英人名对照表                (收起) ,"['心理学', '认知科学', '人工智能', '进化论', '思维', '科普', '机器人', '进化']"
味覺獵人,Barb Stuckey,2014-10-2,8.8,67,美味可不只是會作菜那麼簡單， 讓頂尖食品開發專家告訴你專業人士的品嘗之道： 本書將教導我們品嘗美食背後的基本科學， 讓你融入你甚至不知道自己錯過了的味道、香氣、質地、外觀，和聲音的世界── 用我們的五種感官，找出飲食隱藏的樂趣。 讀完本書，你將懂得如何尋找更好的食物，找回對食物的愛！,        美味可不只是會作菜那麼簡單， 讓頂尖食品開發專家告訴你專業人士的品嘗之道： 本書將教導我們品嘗美食背後的基本科學， 讓你融入你甚至不知道自己錯過了的味道、香氣、質地、外觀，和聲音的世界── 用我們的五種感官，找出飲食隱藏的樂趣。 讀完本書，你將懂得如何尋找更好的食物，找回對食物的愛！ 目錄 緒論 你錯失了什麼？ 舌尖，冰山的一角 第一部 感官的運作 第一章 味覺 第二章 嗅覺 第三章 觸覺 第四章 視覺 第五章 聽覺 第六章 專業人士的品嘗之道 第七章 由生至死 第二部 基礎味覺 第八章 鹹 第九章 苦 第十章 甜 第十一章 酸 第十二章 甘 第十三章 脂肪：第六種基本味道，及其他候選的基本味道 第三部 風味的細微差異 第十四章 味道的魔法：風味的行業和化學 第十五章 難以下嚥的可怕味道 第十六章 不同的視野 第十七章 喪失嗅覺的廚師，及其他味覺悲劇 第十八章 味覺對腰圍的影響 第四部 融會貫通 第十九章 平衡各種風味：教學食譜 第二十章 總結：你從未疑心的感官真相 第二十一章 每一口都發揮到淋漓盡致的十五個訣竅                (收起) ,"['美食', '感官', '饮食', '科普', '风味', '料理', '食物', '食']"
寂静的春天,许亮,2014-10,7.9,292,《寂静的春天》是美国女作家蕾切尔·卡逊的代表作，也是50年以来全球最具影响的著作之一！该以寓言开头，向我们描绘了一个美丽村庄的突变。并从陆地到海洋，从海洋到天空，全方位地揭示了化学农药的危害，是一本公认的开启了世界环境运动的奠基之作，它既贯穿着严谨求实的科学理性精神，又充溢着敬畏生命的人文情怀，被称为其引发的轰动比达尔文的《物种起源》都要大。 “人类正在毁灭于自己热爱的事物”，卡逊这样警示着狂热的人们。正是这本不寻常的书，唤起了人们的环境意识，促使环境保护问题提到了各国政府面前，各种环境保护组织纷纷成立，从而促使联合国于1972年6月12日在斯德哥尔摩召开了“人类环境大会”，并由各国签署了“人类环境宣言”，开始了环境保护事业。,        蕾切尔卡逊的《寂静的春天》25周年纪念版简介 致 谢 第一章 明天的寓言 第二章 忍受的义务 第三章 死神的药剂 第四章 地表水和地下海 第五章 土壤的王国 第六章 地球的绿色斗篷 第七章 不必要的浩劫 第八章 再听不到鸟儿的歌声 第九章 死亡之河 第十章 天降灾难 第十一章 超越波吉亚家族的想象 第十二章 人类的代价 第十三章 透过狭小的窗子 第十四章 每四个中就有一个 第十五章 自然的反击 第十六章 雪崩的隆隆声 第十七章 另一条路                (收起) ,"['环境保护', '环境', '美国', '蕾切尔·卡逊', '科普', '自然文学', '科学', '经典']"
博物学家的神秘动物图鉴,[法] 让-巴普蒂斯特·德·帕纳菲厄 著,2016-10,7.3,517,【编辑推荐】 ★世界上最奇葩、最诡异的商店之一【戴罗勒动物标本店】出品。戴罗勒（DEYROLLE）始于1831年，欧洲独此一家，享有盛誉，致力于收集动物、化石标本以及出版科普图书。 ★幻作真时真亦幻。真：每种动物的来历均有出处，钩沉史料，颇有考究；幻：想象力爆棚，还原神秘动物逼真面貌，更根据文献推理出它们如何繁殖、生长、捕食、筑巢，在哪个区域活动，有哪些品种，以及它们都会哪些技能。大幅原创手绘动物解剖图，可以看到神秘动物的骨骼、肌肉、内脏、角爪、羽毛，甚至胡须、粪便，让人的想象在真假之间游走，直至让人认为它们看似存在，甚至确实存在。 ★涵盖世界各国神话动物。40多种神秘动物，超过100个亚种，按龙与蛇、四足兽、有翼兽、海兽、半人兽、混种兽分类，北欧神话、希腊神话、非洲神话、东方神话等世界神话中的怪兽全覆盖。 ★狮鹫、牛头人、半兽人、矮人……《魔兽世界...(展开全部),        序 龙与蛇 西方的龙………………………………………p. 22 鸡蛇兽…………………………………………p. 24 城里的龙………………………………………p. 26 中国龙…………………………………………p. 28 魔克拉-姆边贝 ………………………………p. 30 两头蛇…………………………………………p. 32 利比亚蛇………………………………………p. 34 四足兽 独角兽…………………………………………p. 38 世界各地的独角兽……………………………p. 40 麒麟……………………………………………p. 42 曼提柯尔蝎狮兽………………………………p. 44 苏卡拉特怪兽…………………………………p. 46 山羊吸血怪……………………………………p. 48 其他的四足兽…………………………………p. 50 有翼兽 凤凰……………………………………………p. 54 狮鹫与骏鹰……………………………………p. 56 巨鹰……………………………………………p. 58 象鸟……………………………………………p. 60 哈耳庇厄………………………………………p. 62 幻鸟……………………………………………p. 64 鹳鸡怪…………………………………………p. 66 巨型海蛇………………………………………p. 70 海兽 北海巨妖克拉肯………………………………p. 72 巨鱼刻托………………………………………p. 74 尼斯湖水怪……………………………………p. 76 巨翅鳐鱼………………………………………p. 78 锯鳐……………………………………………p. 80 巨蟹……………………………………………p. 82 海马兽…………………………………………p. 84 其他海兽………………………………………p. 86 半人兽 美人鱼…………………………………………p. 90 特里通…………………………………………p. 92 雪怪……………………………………………p. 94 猿人……………………………………………p. 96 兽形人…………………………………………p. 98 人形兽…………………………………………p. 100 狼人……………………………………………p. 102 混种兽 角兔……………………………………………p. 106 牛骡……………………………………………p. 108 杂交的家畜……………………………………p. 110 长楠象…………………………………………p. 112 七头蛇…………………………………………p. 114 塔哈斯克………………………………………p. 116 附录                (收起) ,"['博物学', '奇幻', '神话', '动物学', '图鉴', '绘本', '科普', '绘画']"
人工智能的进化,[加] 赫克托·莱韦斯克,2018-4,8.1,51,这是一本探讨人工智能或计算机思维如何形成的科普读物。如果把计算机当成一个主体，它获得人工智能的过程实际上就是一个学习“计算机语言”的过程。那么，计算机的学习过程与人的学习过程有何不同？两者之间是怎样的关系？如何实现计算机的学习行为？计算机的学习过程对人的思维形成有何启发？这些问题都可以在本书找到富有启发性的分析。,        前言 第1章 什么是人工智能？ 自适应机器学习 老式人工智能 常识的程序 图灵测试 中文房间理论 第2章 巨型拼图之谜 疑问接踵而来 留给我们的困难 一条解决的途径 第3章 知识与行为 超越刺激与反应 知识与信念 意向立场 智能行为 能力与表现 第4章 真智能还是假智能？ 谈话机器人 投机取巧不可行 威诺格拉德模式 我们从中得到的经验 GOFAI 的回归 第5章 有经验的学习与没有经验的学习 我们如何学习词语？ 我们如何学习事实？ 我们如何学习行为？ 我们如何超越经验？ 第6章 书本智慧与市井智慧 语言的影响力 书本智慧 海伦凯勒的智慧 书本中的市井智慧 第7章 长尾理论与培训的界限 长尾现象带来的难题 如何处理突发事件 无意识与有意识 威诺格拉德模式测试 是不是技巧还不够完美？ 第8章 符号与符号处理 符号的代数运算 符号的逻辑运算 符号的意义 一切都源自图灵机 第9章 基于知识的系统 符号能够解决的问题 用符号表示无形 知识表示假说 假设是真的吗？ 知识表示与推理 谁才是唯一的选择？ 第10章 人工智能技术应用 人工智能的未来 自动化是好是坏？ 超级智能与奇点 真正的风险 超越进化 致谢 注 释 参考文献                (收起) ,"['人工智能', '科普', '计算机', '2018', '科学', '未来研究', '金融科技', '金融']"
批评中医,中医新世纪大论战,2007-3,8.3,931,编者是从科学的角度，而不是文化的角度来反对中医的。置疑中医的科学价值，并不等于否定中医的文化价值。编者完全支持把中医做为一种文化遗产进行保护、研究。 中药、针灸等中医具体疗法包涵一些治疗经验，值得挖掘，但是要用现代医学方法检验其有效性和安全性，不要轻信传统经验。 科学不是万能的，有其局限性，在不断地发展中。正因为现代医学是科学，所以它不可能像某些中医那样吹嘘什么病都能治。有很多疾病现代医学还没有很好的治疗办法。如果你不幸得了这些疾病，愿意去代中医试试，死马当成活马医，这是你的权利。你有可能被治好了病，但也可能是白花了大笔钱、增加了不必要的痛苦。笔者质疑中医，不仅仅是为了提高国民的科学素质，更是关系到国民的健康和切身利益。能否超出朴素的民族感情科学地看待中医，是检验一个中国人的科学理性素养的试金石。,        有关中医的讨论有益于当今医学的发展（代序） 前言：我与中医的关系 一、中医学不是科学 （一）科学是什么 （二）中医理论的非科学性 （三）中医学为什么不是科学 （四）现代科学对中医理论的否定 二、中医“神话”剖析 （一）“中医博大精深，在世界医学中一枝独秀，以后西医要向中医学习。” （二）“中医为中华民族的繁衍做出了不可磨灭的贡献，五午年来中华民族繁衍生息的实践证明了传统中医药学的确是人类的宝贵财富。” （三）“中医是系统论，讲究整体，讲究联系，把人当作一个整体来对待，而西医把人看成机器，头痛医头，脚痛医脚。” （四）“中医讲究辩证论治，标本兼治；西医是治标不治本，难去根，易复发。” （五）“中医讲究不治已病治未病，通过调理身体功能提升免疫力来抵抗病毒。” 三、中医疗效不确定 （一）现代药物是怎么开发出来的 （二）为什么要做对照试验 （三）不可轻信中药的疗效 （四）令人困惑的针灸 （五）如此“中西医结合” 四、中药毒性要当心 （一）中药毒副作用种种 （二）如何看待中药的毒性 （三）“中西医结合”未必安全 （四）中药毒副作用备览 五、中医“扬威海外”的真相 （一）世界卫生组织担心中药的安全性问题 （二）中医药在美国被边缘化 （三）英国不是中医药的天堂 （四）汉方医学在日本的市场有多大？ （五）新加坡对中医药严加限制 六、中医著名事件的真相 …… 七、参的神话与现实 结语：中医向何处去 附录：                (收起) ,"['中医', '科普', '方舟子', '医学', '科学', '科普读物', '理性', '中药']"
野外鸣虫图鉴,[日] 濑长刚,2018-2,8.6,38,清新日漫风手绘科普图鉴 聆听鸣虫多重奏 体察被遗忘的自然生息 ..................... ※编辑推荐※ ☆27幅跨页彩绘生境，再现鸣虫“只闻其声，不见其形” 全书以季节和环境为线索，共七章，是一本用精美彩色铅笔画来介绍鸣虫的图鉴。每一章都配有多种生境。在本书的部分对开页中，鸣虫与具体的生境绘制在一起。在这些大幅画作中，特定季节的植物与其他昆虫一起，再现鸣虫潜伏在草丛中的“只闻其声，不见其形”的场景。 ☆ 27张黑白透视剪影，介绍画中昆虫及环境特征 每张跨页彩绘生境之后，都以黑白剪影的形式展示藏身在茂密草木中的鸣虫身影，再对鸣虫的特征进行详细解说。 ☆ 159条鸣虫图鉴，详解各种类鸣虫特征与分布 每章的后半部分以图鉴的形式逐一介绍出现在特定场景中的鸣虫，包括鸣虫的特征、分类、大小、成虫出现期、在日本的分布等。 ☆ 9个栏目专题，包含更多...(展开全部),        第1章 从春天到初夏的草地 第2章 从夏天到秋天的草地 第3章 从夏天到秋天的家的附近 第4章 从夏天到秋天的森林 第5章 越冬 第6章 特殊的环境 第7章 饲养鸣虫 参考文献 出版后记                (收起) ,"['昆虫', '科普', '自然', '博物学', '绘本', '图鉴', '博物', '后浪']"
牛顿的苹果,[美]罗纳德·纳伯斯（Ronald Numbers）,2017-12-20,7.6,33,◎本书旨在消除从古至今那些有关科学的重大突破的迷思，为读者展现科学历史真实的画面。 ◎本书视角非常独特，便于读者发散性思维，运用思辨，不断培养独立思考的能力。 ◎本书运用辟谣似的讲述从古希腊时期开始到20世纪的神话故事。读者不仅可以了解当时的事件、科学人物，还可以了解科学重大突破的相关的细节知识，涉及面广，趣味性高。 ◎本书26位作者都是各自领域的专家，对自然科学史了如指掌，引用大量一手资料来证明推论，内容丰富，涉及到的科学史事件和人物颠覆我们固有的认知。 一颗苹果掉到牛顿的头上，从而引出了万有引力定律以及随之而来科学革命——我们从小听说的故事就是这样的。但这是真的吗？尽管不少历史学家已经根据确凿的证据推翻了这种说法，但是这类故事依然在我们的脑海根深蒂固，科学家单枪匹马改变世界的故事依然为人津津乐道。本书两位编者5年内陆续邀请了26位来自生物学史、医...(展开全部),        第一部分 中世纪和近代早期科学神话 神话1 从古希腊直到科学革命，科学始终缺席 迈克尔H尚克（Michael H. Shank） 神话2 在哥伦布以前，地理学家等知识分子以为地球是平的 莱斯利B科马克（Lesley B. Cormack） 神话3 哥白尼革命贬低了地球的地位 迈克尔N契尔斯（Michael N. keas） 神话4 炼金术和占星术等迷信，无益于科学和对科学的认识 劳伦斯M普林西比（Lawrence M. Principe） 神话5 伽利略在比萨斜塔进行反复实验后，公开反对亚里士多德对物体运动的结论 约翰L海尔布伦（John L. Heilbron） 神话6 苹果落地让牛顿发现了万有引力定律，也抹去了上帝在宇宙中的存在 帕特里夏法拉（Patrica Fara） 第二部分 十九世纪科学神话 神话7 维勒在 1828 年合成尿素，粉碎了活力论，有机化学从此诞生 彼得J拉姆伯（Peter J. Ramberg） 神话8 佩利对达尔文版的生物起源存在科学质疑 亚当R夏皮罗（Adam R. Shapiro） 神话9 19 世纪的地质学家被分成灾变论和均变论两大对立阵营 朱莉纽厄尔（Julie R. Newell） 神话10 达尔文反对以用进废退为基础的拉马克理论 小理查德W伯克哈特 神话11 达尔文秘密研究进化论二十多年，各种担忧是他迟迟没有发表该理论的主因 罗伯特J理查兹（Robert J. Richards） 神话12 华莱士和达尔文对进化论的解释其实是一回事 迈克尔鲁斯（Michael Ruse） 神话13 达尔文的自然选择学说从来都是“不二之选” 尼古拉斯A鲁克（Nicolaas A. Rupke） 神话14 性选择理论在达尔文以后（1871 年）基本上无人问津，直到特里弗斯（1972 年）将其复兴 艾丽卡洛林米兰 神话15 巴斯德从科学客观性的角度推翻了自然发生说 加兰德E艾伦（Garland E. Allen） 神话16 孟德尔是遗传学寂寞的先驱，他超越了他所在的时代 科斯塔卡波拉契（Kostas Kampourakis） 神话17 社会达尔文主义对社会思想及社会政策的影响深远，尤其是在美国 罗纳德L纳伯斯 第三部分 二十世纪科学神话 神话18 迈克尔逊- 莫雷实验为狭义相对论铺平了道路 西奥多阿拉巴齐斯加罗鲁（Kostas Gavroglu）和科斯塔斯（Theodore Arabatzis） 神话19 密立根油滴实验简单又明了 曼苏尔尼亚孜（Mansoor Niaz） 神话20 新达尔文主义认为进化是随机变异与自然选择之和 戴维J迪普（David J. Depew） 神话21 桦尺蛾的黑化症不是自然选择进化的真正实例 戴维W鲁吉（David W. Rudge） 神话22 鲍林发现了镰状细胞贫血的分子基础，这彻底革新了医疗实践 布鲁诺J斯特拉瑟（Bruno J. Strasser） 神话23 苏联人造地球卫星的发射，引发了美国科教改革的风潮 约翰L鲁道夫（John L. Rudolph） 第四部分 科学理论神话 神话24 宗教通常会阻碍科学进步 彼得哈里森（Peter Harrison） 神话25 科学事业大多是孤独的 凯瑟琳M奥列斯科（Kathryn M. Olesko） 神话26 科学方法可以如实反映科学家的工作 丹尼尔P瑟斯（Daniel P. Thurs） 神话27 伪科学和科学之间有明晰的界线 迈克尔D戈丁（Michael D. Gordin）                (收起) ,"['科普', '科学史', '科学', '神话', '我想读这本书', '好书，值得一读', '牛顿', '科普,科学史']"
